countryName,pollutant,reportingYear,emissions
Netherlands,Polycyclic aromatic hydrocarbons (PAHs),2016,67.8
Netherlands,Tetrachloromethane (TCM),2016,986
Netherlands,Arsenic and compounds (as As),2017,445.9
Netherlands,Benzene,2017,58540
Netherlands,Mercury and compounds (as Hg),2017,270.7
Netherlands,Naphthalene,2017,2668
Netherlands,Nitrogen oxides (NOX),2017,38183100
Netherlands,Trichloroethylene (TRI),2017,4000
Netherlands,Zinc and compounds (as Zn),2017,37772
Netherlands,Copper and compounds (as Cu),2018,860
Netherlands,Lead and compounds (as Pb),2018,3043
Netherlands,Chlorofluorocarbons (CFCs),2019,10719.22
Netherlands,Chromium and compounds (as Cr),2019,316
Netherlands,Sulphur hexafluoride (SF6),2019,104
Netherlands,Tetrachloromethane (TCM),2019,1098
Netherlands,Benzene,2020,48210
Netherlands,Mercury and compounds (as Hg),2020,124.00000000000001
Netherlands,Trichloroethylene (TRI),2020,3000
Netherlands,Zinc and compounds (as Zn),2020,125640
Netherlands,Copper and compounds (as Cu),2021,1195
Netherlands,Lead and compounds (as Pb),2021,1614
Netherlands,Sulphur oxides (SOX),2021,15628000
Norway,"1,1,1-trichloroethane (TCE-1,1,1)",2007,398
Norway,Arsenic and compounds (as As),2007,848.1
Norway,Methane (CH4),2007,33243000
Norway,Nitrogen oxides (NOX),2007,67530000
Norway,Cadmium and compounds (as Cd),2008,126.7
Norway,Non-methane volatile organic compounds (NMVOC),2008,59406000
Norway,Phenols (as total C),2008,33975
Norway,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.0007999999999999999
Norway,Polycyclic aromatic hydrocarbons (PAHs),2009,1838
Norway,Anthracene,2010,1731
Norway,Arsenic and compounds (as As),2010,688.7000000000002
Norway,Mercury and compounds (as Hg),2010,63.1
Norway,Methane (CH4),2010,36189000
Norway,Nitrogen oxides (NOX),2010,63704000
Norway,"Benzo(g,h,i)perylene",2010,620.59
Norway,Cadmium and compounds (as Cd),2010,64.5
Norway,Nitrous oxide (N2O),2010,1157000
Norway,Polycyclic aromatic hydrocarbons (PAHs),2011,5613.5
Norway,Anthracene,2012,1370
Norway,Arsenic and compounds (as As),2012,376.4
Norway,Particulate matter (PM10),2012,3938800
Norway,"Benzo(g,h,i)perylene",2013,560.912
Norway,Cadmium and compounds (as Cd),2013,24.4
Norway,Chromium and compounds (as Cr),2013,126
Norway,Nitrous oxide (N2O),2013,1345600
Norway,Tetrachloromethane (TCM),2013,1060
Norway,Anthracene,2015,2863
Norway,Arsenic and compounds (as As),2015,784.3
Norway,Dichloromethane (DCM),2015,2950
Norway,Particulate matter (PM10),2015,3422300
Norway,Cadmium and compounds (as Cd),2016,11.8
Norway,Chromium and compounds (as Cr),2016,136
Norway,Nitrous oxide (N2O),2016,1065300
Norway,Polycyclic aromatic hydrocarbons (PAHs),2017,2605
Poland,Particulate matter (PM10),2007,42494500
Poland,Cadmium and compounds (as Cd),2008,1060.1
Poland,Chlorine and inorganic compounds (as HCl),2008,13038000
Poland,Chromium and compounds (as Cr),2008,9143
Poland,Nitrous oxide (N2O),2008,18503000
Poland,Tetrachloroethylene,2008,12340
Poland,Hydro-fluorocarbons (HFCS),2009,27441
Poland,Polycyclic aromatic hydrocarbons (PAHs),2009,19036.999999999996
Poland,Dichloromethane (DCM),2010,18210
Poland,Particulate matter (PM10),2010,24457700
Poland,Cadmium and compounds (as Cd),2011,837
Poland,Carbon dioxide (CO2),2011,196647000000
Poland,Chlorine and inorganic compounds (as HCl),2011,13110000
Poland,Chromium and compounds (as Cr),2011,6227
Poland,Nickel and compounds (as Ni),2011,10539.899999999998
Poland,Nitrous oxide (N2O),2011,5860900
Poland,Hydro-fluorocarbons (HFCS),2012,46642
Poland,Polycyclic aromatic hydrocarbons (PAHs),2012,32024.799999999996
Poland,Dichloromethane (DCM),2013,81210
Poland,Particulate matter (PM10),2013,18501000
Poland,Cadmium and compounds (as Cd),2014,781.8
Poland,Carbon dioxide (CO2),2014,204202000000
Poland,Chlorine and inorganic compounds (as HCl),2014,12666100
Poland,Chromium and compounds (as Cr),2014,9928
Poland,Nickel and compounds (as Ni),2014,5718.1
Poland,Nitrous oxide (N2O),2014,5582900
Poland,Benzene,2015,37530
Poland,Hydro-fluorocarbons (HFCS),2015,64580
Poland,Polycyclic aromatic hydrocarbons (PAHs),2015,29143.199999999997
Poland,Copper and compounds (as Cu),2016,19843
Poland,Dichloromethane (DCM),2016,85150
Poland,Particulate matter (PM10),2016,11559600
Poland,Carbon dioxide (CO2),2017,175886000000
Poland,Chlorine and inorganic compounds (as HCl),2017,8490700
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2017,139.9
Poland,Nickel and compounds (as Ni),2017,9335
Poland,Benzene,2018,67840
Poland,Polycyclic aromatic hydrocarbons (PAHs),2018,23832.699999999997
Poland,Copper and compounds (as Cu),2019,18890
Poland,Dichloromethane (DCM),2019,106500
Poland,Carbon dioxide (CO2),2020,117591000000
Malta,Particulate matter (PM10),2011,388000
Malta,Carbon dioxide (CO2) excluding biomass,2012,2052000000
Malta,Arsenic and compounds (as As),2013,76
Malta,Ammonia (NH3),2014,15700
Malta,Particulate matter (PM10),2014,408000
Malta,Arsenic and compounds (as As),2016,29
Malta,Particulate matter (PM10),2017,312000
Netherlands,Dichloromethane (DCM),2007,137450
Netherlands,Methane (CH4),2007,40027000
Netherlands,Perfluorocarbons (PFCs),2007,8453
Netherlands,Carbon monoxide (CO),2008,138816000
Netherlands,Nickel and compounds (as Ni),2008,8309.4
Netherlands,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.0056300000000000005
Netherlands,Trichloromethane,2009,1830
Netherlands,Dichloromethane (DCM),2010,71660
Netherlands,Methane (CH4),2010,35144000
Netherlands,Perfluorocarbons (PFCs),2010,4866
Netherlands,Nickel and compounds (as Ni),2011,1438.4
Netherlands,Nitrous oxide (N2O),2011,4551600
Netherlands,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.0020429999999999997
Netherlands,Dichloromethane (DCM),2013,59270
Netherlands,Methane (CH4),2013,36718000
Netherlands,Particulate matter (PM10),2013,2167400
Netherlands,Carbon dioxide (CO2) excluding biomass,2014,56786000000
Netherlands,Chlorine and inorganic compounds (as HCl),2014,225600
Netherlands,Fluorine and inorganic compounds (as HF),2014,95500
Netherlands,Nickel and compounds (as Ni),2014,864
Netherlands,Nitrous oxide (N2O),2014,5046400
Netherlands,Cadmium and compounds (as Cd),2015,320
Netherlands,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.0008179999999999999
Netherlands,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2016,639.1
Netherlands,Methane (CH4),2016,26852000
Netherlands,Particulate matter (PM10),2016,1949900
Netherlands,Carbon dioxide (CO2) excluding biomass,2017,62732000000
Netherlands,Chlorine and inorganic compounds (as HCl),2017,147600
Netherlands,Fluorine and inorganic compounds (as HF),2017,119410
Netherlands,Nitrous oxide (N2O),2017,6246200
Netherlands,Cadmium and compounds (as Cd),2018,2112.2999999999997
Netherlands,Particulate matter (PM10),2019,1492900
Netherlands,Chlorine and inorganic compounds (as HCl),2020,201400
Netherlands,Fluorine and inorganic compounds (as HF),2020,35090
Netherlands,Nitrous oxide (N2O),2020,5127500
Netherlands,Carbon dioxide (CO2),2021,83715000000
Netherlands,Halons,2021,54
Norway,Hydrochlorofluorocarbons (HCFCs),2007,1250
Norway,Nickel and compounds (as Ni),2007,5658.1
Norway,Copper and compounds (as Cu),2008,2914
Norway,Ammonia (NH3),2009,453900
Norway,Polychlorinated biphenyls (PCBs),2009,1.441
Norway,Carbon dioxide (CO2) excluding biomass,2010,12470220000
Norway,Fluorine and inorganic compounds (as HF),2010,13600
Norway,Hydrochlorofluorocarbons (HCFCs),2010,61
Norway,Nickel and compounds (as Ni),2010,3413
Norway,Carbon monoxide (CO),2011,2527000
Norway,Copper and compounds (as Cu),2011,3436
Norway,Zinc and compounds (as Zn),2011,21896
Norway,Naphthalene,2017,14261
Norway,Nitrogen oxides (NOX),2017,53076000
Norway,Non-methane volatile organic compounds (NMVOC),2017,45935000
Norway,Phenols (as total C),2017,14068.1
Poland,Copper and compounds (as Cu),2007,36351
Poland,"1,2-dichloroethane (DCE-1,2)",2008,13470
Poland,Carbon dioxide (CO2),2008,192268000000
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2008,4073.4
Poland,Ammonia (NH3),2009,5948400
Poland,Benzene,2009,96690
Poland,Fluorine and inorganic compounds (as HF),2009,929800
Poland,Nitrogen oxides (NOX),2009,298713000
Poland,Copper and compounds (as Cu),2010,27911
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2011,1681.1
Poland,Ammonia (NH3),2012,7772400
Poland,Benzene,2012,72000
Poland,Nitrogen oxides (NOX),2012,292825000
Poland,Carbon monoxide (CO),2013,273652000
Poland,Copper and compounds (as Cu),2013,27463
Poland,Zinc and compounds (as Zn),2013,82432
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2014,2112
Poland,Nitrogen oxides (NOX),2015,237062000
Poland,Trichloroethylene (TRI),2015,13100
Poland,Carbon monoxide (CO),2016,279520000
Poland,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.216419
Poland,Zinc and compounds (as Zn),2016,61070
Poland,Chromium and compounds (as Cr),2017,11304
Poland,Methane (CH4),2017,527705000
Poland,Carbon monoxide (CO),2019,229518000
Poland,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.11452901
Poland,Zinc and compounds (as Zn),2019,57992
Poland,Chromium and compounds (as Cr),2020,7572
Poland,Methane (CH4),2020,454686000
Poland,Tetrachloromethane (TCM),2020,224
Portugal,Mercury and compounds (as Hg),2007,644
Portugal,Tetrachloroethylene,2007,48950
Portugal,Trichloromethane,2009,17410
Portugal,Cadmium and compounds (as Cd),2010,1398.4
Portugal,Mercury and compounds (as Hg),2010,322.6
Portugal,Nitrous oxide (N2O),2010,1835300
Portugal,Tetrachloroethylene,2010,41200
Portugal,Hydro-fluorocarbons (HFCS),2011,741
Portugal,Nickel and compounds (as Ni),2012,13603.099999999999
Portugal,Particulate matter (PM10),2012,2856900
Portugal,Trichloromethane,2012,20320
Portugal,Cadmium and compounds (as Cd),2013,1031.2
Portugal,Chlorine and inorganic compounds (as HCl),2013,308800
Portugal,Nitrous oxide (N2O),2013,786000
Portugal,Tetrachloroethylene,2013,10200
Portugal,Hydro-fluorocarbons (HFCS),2014,1597
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2014,919.6
Portugal,Nickel and compounds (as Ni),2015,5814.7
Portugal,Particulate matter (PM10),2015,2564500
Portugal,Cadmium and compounds (as Cd),2016,1232.2000000000003
Portugal,Carbon dioxide (CO2),2016,28858000000
Portugal,Chlorine and inorganic compounds (as HCl),2016,416700
Portugal,Nitrous oxide (N2O),2016,1029700
Portugal,Hydro-fluorocarbons (HFCS),2017,340
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2017,1475.6
Portugal,Nickel and compounds (as Ni),2018,5439.7
Portugal,Particulate matter (PM10),2018,2335000
Germany,Naphthalene,2016,5553
Germany,Nitrogen oxides (NOX),2016,306091000
Germany,Zinc and compounds (as Zn),2016,65552
Germany,Polychlorinated biphenyls (PCBs),2017,1.84
Germany,Naphthalene,2019,4574
Germany,Nitrogen oxides (NOX),2019,228873000
Germany,Zinc and compounds (as Zn),2019,52271
Germany,Hydrogen cyanide (HCN),2020,5675
Greece,Ammonia (NH3),2007,267200
Greece,Nitrogen oxides (NOX),2007,171383000
Greece,Benzene,2009,72290
Greece,Ammonia (NH3),2010,77800
Greece,Nitrogen oxides (NOX),2010,117318000
Greece,Tetrachloroethylene,2012,72600
Greece,Naphthalene,2013,121
Greece,Nitrogen oxides (NOX),2013,98052000
Greece,Chromium and compounds (as Cr),2015,11936
Greece,Tetrachloroethylene,2015,8740
Greece,Nitrogen oxides (NOX),2016,86939000
Greece,Particulate matter (PM10),2017,3987400
Greece,Cadmium and compounds (as Cd),2018,564.6999999999999
Greece,Chlorine and inorganic compounds (as HCl),2018,125700
Greece,Chromium and compounds (as Cr),2018,6115
Greece,Nitrous oxide (N2O),2018,810700
Greece,Hydro-fluorocarbons (HFCS),2019,6652
Greece,Polycyclic aromatic hydrocarbons (PAHs),2019,583
Greece,Particulate matter (PM10),2020,1393700
Greece,Cadmium and compounds (as Cd),2021,371.90000000000003
Greece,Chlorine and inorganic compounds (as HCl),2021,103400
Greece,Chromium and compounds (as Cr),2021,1225
Greece,Nitrous oxide (N2O),2021,291000
Hungary,Arsenic and compounds (as As),2007,141.5
Hungary,Particulate matter (PM10),2007,548000
Hungary,Chlorine and inorganic compounds (as HCl),2008,155100
Hungary,Fluorine and inorganic compounds (as HF),2008,16900
Hungary,Nitrous oxide (N2O),2008,15600
Hungary,Polycyclic aromatic hydrocarbons (PAHs),2009,57.4
Hungary,Vinyl chloride,2009,5400
Hungary,Arsenic and compounds (as As),2010,175.9
Hungary,Particulate matter (PM10),2010,375500
Hungary,Chlorine and inorganic compounds (as HCl),2011,24200
Hungary,Nitrous oxide (N2O),2011,43500
Hungary,Polycyclic aromatic hydrocarbons (PAHs),2012,101
Hungary,Vinyl chloride,2012,8090
Hungary,Copper and compounds (as Cu),2013,146
Hungary,Particulate matter (PM10),2013,203600
Hungary,Chlorine and inorganic compounds (as HCl),2014,13400
Hungary,Polycyclic aromatic hydrocarbons (PAHs),2015,114
Hungary,Vinyl chloride,2015,11900
Hungary,Copper and compounds (as Cu),2016,634
Hungary,Sulphur oxides (SOX),2017,12736000
Hungary,Non-methane volatile organic compounds (NMVOC),2018,104000
Hungary,Sulphur hexafluoride (SF6),2018,54
Hungary,Carbon monoxide (CO),2019,22202000
Hungary,Copper and compounds (as Cu),2019,152
Hungary,Zinc and compounds (as Zn),2019,2154
Hungary,Sulphur oxides (SOX),2020,8625000
Hungary,Non-methane volatile organic compounds (NMVOC),2021,312000
Iceland,Carbon dioxide (CO2),2007,1084000000
Iceland,Perfluorocarbons (PFCs),2009,12295
Iceland,Carbon dioxide (CO2),2010,1585000000
Portugal,Cadmium and compounds (as Cd),2019,1036.9
Portugal,Carbon dioxide (CO2),2019,26988000000
Portugal,Chlorine and inorganic compounds (as HCl),2019,193800
Portugal,Nitrous oxide (N2O),2019,499700
Portugal,Ammonia (NH3),2020,7328300
Portugal,Hydro-fluorocarbons (HFCS),2020,438
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2020,124
Portugal,Copper and compounds (as Cu),2021,720
Portugal,Nickel and compounds (as Ni),2021,4516.1
Portugal,Particulate matter (PM10),2021,1515000
Romania,Carbon monoxide (CO),2007,164698000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.09358999999999999
Romania,Zinc and compounds (as Zn),2007,75208
Romania,Chromium and compounds (as Cr),2008,615
Romania,Methane (CH4),2008,111264000
Romania,Sulphur oxides (SOX),2008,492601000
Romania,Carbon monoxide (CO),2010,67728000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.001598
Romania,Zinc and compounds (as Zn),2010,5621
Romania,Chromium and compounds (as Cr),2011,493
Romania,Methane (CH4),2011,84154000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.001306
Romania,Chromium and compounds (as Cr),2014,466
Romania,Methane (CH4),2014,64118000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.005449
Romania,Arsenic and compounds (as As),2017,374
Romania,Chromium and compounds (as Cr),2017,473
Romania,Methane (CH4),2017,58687000
Romania,Arsenic and compounds (as As),2020,388
Romania,Lead and compounds (as Pb),2021,4620
Serbia,Methane (CH4),2014,2948000
Slovakia,Ethylene oxide,2008,21200
Slovakia,Cadmium and compounds (as Cd),2010,221.3
Slovakia,Hydro-fluorocarbons (HFCS),2011,987
Slovakia,Nickel and compounds (as Ni),2012,2298.8
Slovakia,Cadmium and compounds (as Cd),2013,85.4
Slovakia,Chlorine and inorganic compounds (as HCl),2013,17000
Slovakia,Nitrous oxide (N2O),2013,404000
Slovakia,Hydro-fluorocarbons (HFCS),2014,1050
Slovakia,Arsenic and compounds (as As),2015,730.5999999999999
Slovakia,Nickel and compounds (as Ni),2015,718
Slovakia,"1,2-dichloroethane (DCE-1,2)",2016,4370
Slovakia,Cadmium and compounds (as Cd),2016,180.8
Slovakia,Chlorine and inorganic compounds (as HCl),2016,23100
Slovakia,Ammonia (NH3),2017,893700
Slovakia,Hydro-fluorocarbons (HFCS),2017,681
Slovenia,Perfluorocarbons (PFCs),2007,13900
Slovenia,Perfluorocarbons (PFCs),2010,2010
Slovenia,Particulate matter (PM10),2011,335600
Slovenia,Nitrous oxide (N2O),2012,13400
Slovenia,Hydro-fluorocarbons (HFCS),2013,333
Slovenia,Perfluorocarbons (PFCs),2013,1470
Slovenia,Nickel and compounds (as Ni),2014,150
Slovenia,Particulate matter (PM10),2014,210600
Slovenia,Cadmium and compounds (as Cd),2015,11
Slovenia,Chlorine and inorganic compounds (as HCl),2015,34000
Slovenia,Nitrous oxide (N2O),2015,70000
Slovenia,Hydro-fluorocarbons (HFCS),2016,972
Slovenia,Perfluorocarbons (PFCs),2016,2500
Norway,Phenols (as total C),2011,26599.2
Norway,"Benzo(g,h,i)perylene",2012,610.7710000000001
Norway,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.000723
Norway,Arsenic and compounds (as As),2013,445.6
Norway,Mercury and compounds (as Hg),2013,40.3
Norway,Methane (CH4),2013,33828000
Norway,Naphthalene,2013,5959
Norway,Nitrogen oxides (NOX),2013,62112000
Norway,Trichloroethylene (TRI),2013,2240
Norway,Phenols (as total C),2014,22227.9
Norway,Sulphur oxides (SOX),2014,9871000
Norway,"Benzo(g,h,i)perylene",2015,596.1302000000001
Norway,Chlorides (as total Cl),2015,41
Norway,Chromium and compounds (as Cr),2015,100
Norway,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.002208
Norway,Mercury and compounds (as Hg),2016,18.7
Norway,Methane (CH4),2016,24682000
Norway,Fluorides (as total F),2017,435968
Norway,Sulphur oxides (SOX),2017,9354000
Poland,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.6899921200000001
Poland,Polycyclic aromatic hydrocarbons (PAHs),2007,84154.4
Poland,Dichloromethane (DCM),2008,97260
Poland,Methane (CH4),2008,440077000
Poland,Nitrogen oxides (NOX),2008,304487000
Poland,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.528404
Poland,Polycyclic aromatic hydrocarbons (PAHs),2010,21154.8
Poland,Dichloromethane (DCM),2011,61060
Poland,Methane (CH4),2011,483062000
Poland,Nitrogen oxides (NOX),2011,305038000
Poland,Chromium and compounds (as Cr),2013,6570
Poland,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.21219300000000002
Poland,Methane (CH4),2014,513953000
Poland,Nitrogen oxides (NOX),2014,253315000
Poland,Chromium and compounds (as Cr),2016,11011
Poland,Vinyl chloride,2017,14400
Poland,Carbon dioxide (CO2),2019,171746000000
Poland,Chromium and compounds (as Cr),2019,14890
Poland,Vinyl chloride,2020,15300
Portugal,"1,2-dichloroethane (DCE-1,2)",2007,2170
Portugal,Trichloromethane,2007,17220
Portugal,Cadmium and compounds (as Cd),2009,2886
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2010,1875.3999999999999
Portugal,Trichloromethane,2010,18510
Portugal,Naphthalene,2011,1116
Portugal,Cadmium and compounds (as Cd),2012,1532.8999999999999
Portugal,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.003169
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2013,856
Portugal,Trichloromethane,2013,21460
Portugal,Dichloromethane (DCM),2014,2700
Portugal,Methane (CH4),2014,80810000
Portugal,Naphthalene,2014,839
Portugal,Nitrogen oxides (NOX),2014,36308000
Portugal,Cadmium and compounds (as Cd),2015,1437.8999999999999
Portugal,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.21980399999999997
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2016,933
Portugal,Trichloromethane,2016,19080
Portugal,Methane (CH4),2017,50583000
Portugal,Naphthalene,2017,768
Portugal,Nitrogen oxides (NOX),2017,39450000
Portugal,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.015650999999999998
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2019,109
Portugal,Benzene,2020,22420
Portugal,Methane (CH4),2020,80879000
Portugal,Naphthalene,2020,554
Portugal,Nitrogen oxides (NOX),2020,30294000
Portugal,Pentachlorobenzene,2020,1.17
Romania,Carbon dioxide (CO2) excluding biomass,2007,6511000000
Romania,Chlorine and inorganic compounds (as HCl),2007,157000
Romania,Fluorine and inorganic compounds (as HF),2007,24300
Romania,Nickel and compounds (as Ni),2007,1109
Romania,Nitrous oxide (N2O),2007,2822600
Romania,Arsenic and compounds (as As),2008,33
Romania,Carbon monoxide (CO),2008,115285000
Romania,Mercury and compounds (as Hg),2008,2522
Romania,Zinc and compounds (as Zn),2008,41658
Romania,Lead and compounds (as Pb),2009,2340
Romania,Non-methane volatile organic compounds (NMVOC),2009,10621000
Romania,Carbon dioxide (CO2) excluding biomass,2010,3911700000
Romania,Nitrous oxide (N2O),2010,3922300
Romania,Carbon monoxide (CO),2011,65625000
Romania,Mercury and compounds (as Hg),2011,1269.8999999999999
Romania,Zinc and compounds (as Zn),2011,6043
Romania,Carbon dioxide (CO2) excluding biomass,2013,1142900000
Romania,Chlorine and inorganic compounds (as HCl),2013,12100
Romania,Nitrous oxide (N2O),2013,2491400
Romania,Arsenic and compounds (as As),2014,344
Romania,Carbon monoxide (CO),2014,62995000
Romania,Mercury and compounds (as Hg),2014,198.8
Romania,Zinc and compounds (as Zn),2014,8647
Romania,Copper and compounds (as Cu),2015,232
Romania,Lead and compounds (as Pb),2015,4600
Romania,Carbon dioxide (CO2) excluding biomass,2016,63500000
Romania,Mercury and compounds (as Hg),2017,164.7
Romania,Copper and compounds (as Cu),2018,202
Romania,Lead and compounds (as Pb),2018,4370
Romania,Particulate matter (PM10),2019,2754200
Romania,Copper and compounds (as Cu),2021,198
Slovakia,Carbon monoxide (CO),2007,132372000
Slovakia,Zinc and compounds (as Zn),2007,5174
Slovakia,Hydrogen cyanide (HCN),2008,1290
Slovakia,Chlorine and inorganic compounds (as HCl),2009,32900
Slovakia,Fluorine and inorganic compounds (as HF),2009,24700
Slovakia,Nickel and compounds (as Ni),2009,1934.3
Slovakia,Carbon monoxide (CO),2010,117860000
Slovakia,Zinc and compounds (as Zn),2010,10003
Slovakia,Hydrogen cyanide (HCN),2011,9930
Slovakia,Lead and compounds (as Pb),2011,17800
Slovakia,Chlorine and inorganic compounds (as HCl),2012,21800
Slovakia,Fluorine and inorganic compounds (as HF),2012,50420
Slovakia,Nitrous oxide (N2O),2012,585000
Slovakia,Carbon monoxide (CO),2013,124323000
Slovakia,Zinc and compounds (as Zn),2013,5639
Slovakia,Lead and compounds (as Pb),2014,21300
Slovakia,Chlorine and inorganic compounds (as HCl),2015,22400
Slovakia,Fluorine and inorganic compounds (as HF),2015,46100
Slovakia,Carbon monoxide (CO),2016,142240000
Slovakia,Zinc and compounds (as Zn),2016,9304
Slovakia,Copper and compounds (as Cu),2017,2037
Slovakia,Lead and compounds (as Pb),2017,61200
Iceland,Ammonia (NH3),2012,166950
Iceland,Carbon dioxide (CO2),2013,1702710000
Iceland,Ammonia (NH3),2015,191540
Iceland,Ammonia (NH3),2018,182900
Ireland,Lead and compounds (as Pb),2007,255
Ireland,Non-methane volatile organic compounds (NMVOC),2008,4195000
Ireland,Perfluorocarbons (PFCs),2008,12400
Ireland,Nickel and compounds (as Ni),2009,2477
Ireland,Non-methane volatile organic compounds (NMVOC),2011,2490000
Ireland,Nickel and compounds (as Ni),2012,558.5
Ireland,Ammonia (NH3),2014,1767400
Ireland,Non-methane volatile organic compounds (NMVOC),2014,2620000
Ireland,Nickel and compounds (as Ni),2015,121
Ireland,Mercury and compounds (as Hg),2016,88.9
Ireland,Ammonia (NH3),2017,2103200
Ireland,Nitrogen oxides (NOX),2017,14994000
Ireland,Non-methane volatile organic compounds (NMVOC),2017,2720000
Ireland,Mercury and compounds (as Hg),2019,68.06751
Ireland,Ammonia (NH3),2020,2065829.4214
Ireland,Nitrogen oxides (NOX),2020,10305143.300999999
Italy,Mercury and compounds (as Hg),2007,1037.8999999999999
Italy,Methane (CH4),2007,143303000
Italy,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.045292000000000006
Italy,Sulphur hexafluoride (SF6),2009,4559.8
Italy,Mercury and compounds (as Hg),2010,1183.5
Italy,Methane (CH4),2010,119710000
Italy,Perfluorocarbons (PFCs),2012,200755
Italy,Sulphur hexafluoride (SF6),2012,4494
Italy,Dichloromethane (DCM),2015,1251780
Italy,Perfluorocarbons (PFCs),2015,210497
Italy,Sulphur hexafluoride (SF6),2015,514.5
Italy,Carbon dioxide (CO2),2016,137495000000
Italy,Nickel and compounds (as Ni),2016,5677.9
Italy,"1,1,1-trichloroethane (TCE-1,1,1)",2017,617
Italy,Dichloromethane (DCM),2018,1359428.4117
Italy,Perfluorocarbons (PFCs),2018,212621
Italy,Carbon dioxide (CO2),2019,121419960696.3
Italy,Hexachlorobenzene (HCB),2019,146.43
Italy,Nickel and compounds (as Ni),2019,2784.7231
Italy,Benzene,2020,63698.288
Italy,Dichloromethane (DCM),2021,1077504.58
Italy,Perfluorocarbons (PFCs),2021,46293
Latvia,Sulphur oxides (SOX),2007,994000
Latvia,Ammonia (NH3),2008,426000
Latvia,Mercury and compounds (as Hg),2010,12
Latvia,Ammonia (NH3),2011,528500
Latvia,Mercury and compounds (as Hg),2013,16
Latvia,Cadmium and compounds (as Cd),2016,28.2
Latvia,Mercury and compounds (as Hg),2016,24.2
Latvia,Nitrous oxide (N2O),2016,30100
Latvia,Nitrous oxide (N2O),2019,52600
Latvia,Dichloromethane (DCM),2021,1400
Lithuania,Particulate matter (PM10),2007,678000
Lithuania,Carbon dioxide (CO2),2008,6351000000
Lithuania,Nitrous oxide (N2O),2008,5590000
Lithuania,Benzene,2009,40500
Lithuania,Particulate matter (PM10),2010,675100
Lithuania,Carbon dioxide (CO2),2011,4095000000
Lithuania,Nitrous oxide (N2O),2011,2950000
Lithuania,Benzene,2012,42300
Lithuania,Copper and compounds (as Cu),2013,854
Lithuania,Carbon dioxide (CO2),2014,5875000000
Lithuania,Chromium and compounds (as Cr),2014,310
Lithuania,Benzene,2015,37900
Portugal,Mercury and compounds (as Hg),2009,307
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2009,901
Portugal,Nickel and compounds (as Ni),2010,18953
Portugal,Cadmium and compounds (as Cd),2011,909.5999999999999
Portugal,Chlorine and inorganic compounds (as HCl),2011,423000
Portugal,Hydrogen cyanide (HCN),2011,885
Portugal,Nitrous oxide (N2O),2011,952800
Portugal,Trichloromethane,2011,19800
Portugal,Mercury and compounds (as Hg),2012,368
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2012,848.5
Portugal,Copper and compounds (as Cu),2013,1134
Portugal,Nickel and compounds (as Ni),2013,5093.2
Portugal,Chlorine and inorganic compounds (as HCl),2014,250900
Portugal,Trichloromethane,2014,19590
Portugal,Mercury and compounds (as Hg),2015,390.8
Portugal,Naphthalene,2015,751
Portugal,Polycyclic aromatic hydrocarbons (PAHs),2015,1161.3
Portugal,Copper and compounds (as Cu),2016,684
Portugal,Trichloromethane,2017,22560
Portugal,Mercury and compounds (as Hg),2018,225.9
Portugal,Naphthalene,2018,708
Portugal,Nitrogen oxides (NOX),2018,34737000
Portugal,Copper and compounds (as Cu),2019,8118
Portugal,Hydro-fluorocarbons (HFCS),2019,685
Portugal,Particulate matter (PM10),2020,1081100
Portugal,Sulphur oxides (SOX),2020,7331000
Portugal,Trichloromethane,2020,19730
